"","GLOBAL.UNIQUE.IDENTIFIER","LAST.EDITED.DATE","TAXONOMIC.ORDER","CATEGORY","TAXON.CONCEPT.ID","COMMON.NAME","scientificname","SUBSPECIES.COMMON.NAME","SUBSPECIES.SCIENTIFIC.NAME","EXOTIC.CODE","OBSERVATION.COUNT","BREEDING.CODE","BREEDING.CATEGORY","BEHAVIOR.CODE","AGE.SEX","COUNTRY","COUNTRY.CODE","STATE","STATE.CODE","COUNTY","COUNTY.CODE","IBA.CODE","BCR.CODE","USFWS.CODE","ATLAS.BLOCK","LOCALITY","LOCALITY.ID","LOCALITY.TYPE","decimallatitude","decimallongitude","OBSERVATION.DATE","TIME.OBSERVATIONS.STARTED","OBSERVER.ID","SAMPLING.EVENT.IDENTIFIER","PROTOCOL.TYPE","PROTOCOL.CODE","PROJECT.CODE","DURATION.MINUTES","EFFORT.DISTANCE.KM","EFFORT.AREA.HA","NUMBER.OBSERVERS","ALL.SPECIES.REPORTED","GROUP.IDENTIFIER","HAS.MEDIA","APPROVED","REVIEWED","REASON","TRIP.COMMENTS","SPECIES.COMMENTS","ID","NSPECIES","Vireo_gracilirostris","base"
"153","URN:CornellLabOfOrnithology:EBIRD:OBS669182920","2018-10-23 23:15:24",7247,"species","avibase-6CCDAC53","Cattle Egret","Bubulcus ibis","","","","3","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Praia da Atalaia","L8061900","H",-3.8558812,-32.4070483,"2018-10-22","08:44:00","obsr501068","S49367402","Incidental","P20","EBIRD_BRA",NA,NA,NA,1,0,"",0,1,0,"","","",2454,3,0,"eBird"
"154","URN:CornellLabOfOrnithology:EBIRD:OBS668538667","2021-03-25 04:52:06.254761",2357,"species","avibase-71958FA9","Eared Dove","Zenaida auriculata","","","","3","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Mirante do BoldrÃ³","L7993258","H",-3.8461678,-32.4290434,"2018-10-20","11:53:00","obsr501068","S49320949","Stationary","P21","EBIRD_BRA",6,NA,NA,2,1,"G3549633",0,1,0,"","","",2480,3,0,"eBird"
"155","URN:CornellLabOfOrnithology:EBIRD:OBS671429897","2021-03-25 04:52:06.254761",2357,"species","avibase-71958FA9","Eared Dove","Zenaida auriculata","","","","3","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Mirante do BoldrÃ³","L7993258","H",-3.8461678,-32.4290434,"2018-10-20","11:53:00","obsr757924","S49538970","Stationary","P21","EBIRD_BRA",6,NA,NA,2,1,"G3549633",0,1,0,"","","",2519,3,0,"eBird"
"156","URN:CornellLabOfOrnithology:EBIRD:OBS665104820","2018-10-24 00:09:14",6976,"species","avibase-8AA3B42E","Magnificent Frigatebird","Fregata magnificens","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"SantuÃ¡rio dos rabos-de-junco","L8013519","P",-3.873757,-32.4234677,"2018-10-09","09:51:00","obsr501068","S49072973","Stationary","P21","EBIRD_BRA",11,NA,NA,2,1,"",0,1,0,"","","",2543,4,0,"eBird"
"157","URN:CornellLabOfOrnithology:EBIRD:OBS669788253","2018-10-24 00:25:55",16038,"species","avibase-0A39BE20","Noronha Elaenia","Elaenia ridleyana","","","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Mirante dos Golfinhos","L8017350","H",-3.8584299,-32.4466972,"2018-10-12","09:25:00","obsr501068","S49412062","Incidental","P20","EBIRD_BRA",NA,NA,NA,NA,0,"",1,1,0,"","","",2547,2,0,"eBird"
"158","URN:CornellLabOfOrnithology:EBIRD:OBS666000619","2018-10-23 23:15:50",6592,"species","avibase-1D07B501","White-tailed Tropicbird","Phaethon lepturus","","","","1","F ","C1","F ","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Mirante Dois IrmÃ£os","L8024257","H",-3.8521431,-32.4420785,"2018-10-12","08:56:00","obsr501068","S49142554","Incidental","P20","EBIRD_BRA",NA,NA,NA,1,0,"",0,1,0,"","","",2563,1,0,"eBird"
"159","URN:CornellLabOfOrnithology:EBIRD:OBS915532443","2021-02-11 18:00:02.198671",6976,"species","avibase-8AA3B42E","Magnificent Frigatebird","Fregata magnificens","","","","2","","","","Unknown Sex, Immature (1); Unknown Sex, Adult (1)","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha","L11367823","P",-3.8488789,-32.435624,"2018-11-30","11:00:00","obsr1353252","S68630597","Historical","P62","EBIRD",60,3,NA,2,1,"",1,1,0,"","","Ave voando.",2658,2,0,"eBird"
"160","URN:CornellLabOfOrnithology:EBIRD:OBS1023335170","2022-03-10 20:10:22.86498",6416,"species","avibase-C67DCF31","Black Noddy","Anous minutus","","","","140","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Praia da Cacimba do Padre","L8024407","H",-3.8506873,-32.4387929,"2018-12-13","09:00:00","obsr1348592","S77088274","Traveling","P22","EBIRD",120,1.5,NA,1,0,"",1,1,0,"","Em parte na praia do Sancho tambem.","",2727,5,0,"eBird"
"161","URN:CornellLabOfOrnithology:EBIRD:OBS710479345","2019-02-14 18:26:11",7247,"species","avibase-6CCDAC53","Cattle Egret","Bubulcus ibis","","","","15","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Praia do Atalaia","L8610851","P",-3.8561545,-32.4088702,"2019-01-29","09:30:00","obsr1219269","S52703072","Stationary","P21","EBIRD",90,NA,NA,1,1,"",1,1,0,"","","",2943,2,0,"eBird"
"162","URN:CornellLabOfOrnithology:EBIRD:OBS716725347","2019-02-28 20:05:13",5891,"species","avibase-DC3050A9","Ruddy Turnstone","Arenaria interpres","","","","3","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Praia da Atalaia","L8061900","H",-3.8558812,-32.4070483,"2019-02-26","16:00:00","obsr444534","S53234618","Incidental","P20","EBIRD",NA,NA,NA,2,0,"",0,1,0,"","","",3072,1,0,"eBird"
"163","URN:CornellLabOfOrnithology:EBIRD:OBS736709352","2019-04-10 16:27:56",7005,"species","avibase-0A4609D1","Red-footed Booby","Sula sula","","","","25","H ","C2","H ","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"PN Fernando de Noronha--Trilha do Farol","L7881192","H",-3.8744716,-32.4617604,"2019-04-10","10:48:00","obsr1317283","S54807538","Stationary","P21","EBIRD",58,NA,NA,1,1,"",0,1,0,"","","VÃ¡rios em Ã¡rvores",3111,1,0,"eBird"
"164","URN:CornellLabOfOrnithology:EBIRD:OBS1459462102","2022-06-14 17:12:09.542227",6998,"species","avibase-5EC21767","Brown Booby","Sula leucogaster","","","","14","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Praia da Cacimba do Padre","L8024407","H",-3.8506873,-32.4387929,"2019-06-07","06:43:00","obsr622841","S112949440","Stationary","P21","EBIRD",51,NA,NA,2,1,"G8555750",1,1,0,"","","",3152,4,0,"eBird"
"165","URN:CornellLabOfOrnithology:EBIRD:OBS1044208835","2022-06-14 17:12:09.542227",6998,"species","avibase-5EC21767","Brown Booby","Sula leucogaster","","","","14","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Praia da Cacimba do Padre","L8024407","H",-3.8506873,-32.4387929,"2019-06-07","06:43:00","obsr894198","S78656961","Stationary","P21","EBIRD",51,NA,NA,2,1,"G8555750",1,1,0,"","","",3153,4,0,"eBird"
"166","URN:CornellLabOfOrnithology:EBIRD:OBS1042584995","2021-01-27 19:16:23.654196",7247,"species","avibase-6CCDAC53","Cattle Egret","Bubulcus ibis","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Praia do LeÃ£o","L7997367","H",-3.8699019,-32.4336885,"2019-06-09","10:25:00","obsr894198","S78526279","Traveling","P22","EBIRD",45,5,NA,2,1,"G6214961",1,1,0,"","","",3161,2,0,"eBird"
"167","URN:CornellLabOfOrnithology:EBIRD:OBS1060766578","2021-01-27 19:16:23.654196",7247,"species","avibase-6CCDAC53","Cattle Egret","Bubulcus ibis","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Praia do LeÃ£o","L7997367","H",-3.8699019,-32.4336885,"2019-06-09","10:25:00","obsr622841","S79998355","Traveling","P22","EBIRD",45,5,NA,2,1,"G6214961",1,1,0,"","Tengo un video testimonial de los 4 individuos.","",3163,2,0,"eBird"
"168","URN:CornellLabOfOrnithology:EBIRD:OBS815583788","2019-10-12 13:01:42",7005,"species","avibase-0A4609D1","Red-footed Booby","Sula sula","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Praia do Sancho","L8017347","H",-3.8550319,-32.443397,"2019-06-03","17:11:00","obsr1462343","S60552867","Incidental","P20","EBIRD",NA,NA,NA,5,0,"",1,1,0,"","","",3173,1,0,"eBird"
"169","URN:CornellLabOfOrnithology:EBIRD:OBS831683539","2019-11-25 10:38:58",6416,"species","avibase-C67DCF31","Black Noddy","Anous minutus","","","","13","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Praia da Cacimba do Padre","L8024407","H",-3.8506873,-32.4387929,"2019-11-25","10:08:00","obsr640234","S61738173","Traveling","P22","EBIRD",60,1,NA,1,1,"",0,1,0,"","","",3487,8,0,"eBird"
"170","URN:CornellLabOfOrnithology:EBIRD:OBS958539684","2020-07-20 11:14:54",6998,"species","avibase-5EC21767","Brown Booby","Sula leucogaster","","","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Praia da Cacimba do Padre","L8024407","H",-3.8506873,-32.4387929,"2019-12-21","12:00:00","obsr1142862","S71666526","Traveling","P22","EBIRD",90,0.966,NA,2,1,"",0,1,0,"","","",3686,2,0,"eBird"
"171","URN:CornellLabOfOrnithology:EBIRD:OBS1089734314","2021-03-07 14:04:47.353397",5664,"species","avibase-27903EF7","Black-bellied Plover","Pluvialis squatarola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Ponta das Caracas","L7998807","H",-3.8751042,-32.4252767,"2021-03-07","16:17:00","obsr351678","S82956202","Stationary","P21","EBIRD",60,NA,NA,1,1,"",0,1,0,"","","",4440,11,0,"eBird"
"172","URN:CornellLabOfOrnithology:EBIRD:OBS1269401092","2021-11-07 08:18:52.411322",6975,"species","avibase-00E090F8","Ascension Frigatebird","Fregata aquila","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha - Ilha do Meio (-3,82, -32,393)","L16772114","P",-3.8197153,-32.3927582,"2021-10-30","07:14:00","obsr601274","S96892661","Traveling","P22","EBIRD",381,5.7,NA,4,1,"G7366500",1,1,1,"","Ilha do Meio apÃ³s a erradicaÃ§Ã£o dos ratos. HistÃ³rico!","Fotos. Com grupo de magnificens sobre a Sela Gineta",4700,14,0,"eBird"
"173","URN:CornellLabOfOrnithology:EBIRD:OBS1273173805","2021-11-08 04:27:27.606196",6975,"species","avibase-00E090F8","Ascension Frigatebird","Fregata aquila","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha - Ilha do Meio (-3,82, -32,393)","L16772114","P",-3.8197153,-32.3927582,"2021-10-30","07:14:00","obsr502703","S97287492","Traveling","P22","EBIRD",381,5.7,NA,4,1,"G7366500",1,1,1,"","","Fotos. Com grupo de magnificens sobre a Sela Gineta",4701,14,0,"eBird"
"174","URN:CornellLabOfOrnithology:EBIRD:OBS1267992918","2021-11-05 18:42:13.404195",7305,"species","avibase-6BB94D7E","Black-crowned Night-Heron","Nycticorax nycticorax","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha - Ilha do Meio (-3,82, -32,393)","L16772114","P",-3.8197153,-32.3927582,"2021-10-30","07:14:00","obsr1699329","S96899110","Traveling","P22","EBIRD",381,5.7,NA,4,1,"G7366500",0,1,0,"","","Juv",4735,13,0,"eBird"
"175","URN:CornellLabOfOrnithology:EBIRD:OBS1281591366","2021-11-21 17:15:07.109583",5664,"species","avibase-27903EF7","Black-bellied Plover","Pluvialis squatarola","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Praia do LeÃ£o","L7997367","H",-3.8699019,-32.4336885,"2021-10-27","14:00:00","obsr280745","S97900030","Traveling","P22","EBIRD",20,0.5,NA,1,1,"",1,1,0,"","","",4739,3,0,"eBird"
"176","URN:CornellLabOfOrnithology:EBIRD:OBS1269289974","2021-11-01 16:03:38.435991",6416,"species","avibase-C67DCF31","Black Noddy","Anous minutus","","","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Ponta das Caracas","L7998807","H",-3.8751042,-32.4252767,"2021-10-31","10:05:00","obsr601274","S96996326","Stationary","P21","EBIRD",38,NA,NA,1,1,"",0,1,0,"","Pod de uns 8 Globicephala sp com Stenella passando ao largo","",4758,7,0,"eBird"
"177","URN:CornellLabOfOrnithology:EBIRD:OBS1280762031","2022-03-06 16:53:10.400537",6410,"species","avibase-A070171E","Brown Noddy","Anous stolidus","","","","5","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Ponta das Caracas","L7998807","H",-3.8751042,-32.4252767,"2021-10-25","10:15:00","obsr280745","S97834050","Stationary","P21","EBIRD",75,NA,NA,1,1,"",1,1,0,"","","",4768,7,0,"eBird"
"178","URN:CornellLabOfOrnithology:EBIRD:OBS1273174522","2021-11-08 04:29:00.162139",6416,"species","avibase-C67DCF31","Black Noddy","Anous minutus","","","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha - Ilha Rata (-3,812, -32,389)","L16801964","P",-3.8119095,-32.3887446,"2021-11-02","07:16:00","obsr502703","S97287509","Traveling","P22","EBIRD",437,6.07,NA,1,1,"G7398271",1,1,0,"","","",4890,11,0,"eBird"
"179","URN:CornellLabOfOrnithology:EBIRD:OBS1270227804","2021-11-08 04:28:26.313621",6416,"species","avibase-C67DCF31","Black Noddy","Anous minutus","","","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha - Ilha Rata (-3,812, -32,389)","L16801964","P",-3.8119095,-32.3887446,"2021-11-02","07:16:00","obsr601274","S97060178","Traveling","P22","EBIRD",437,6.07,NA,1,1,"G7398271",1,1,0,"","Ilha Rata. Inclui trecho parcialmente em zodiac. Muitos Johngarthia nas raÃ­zes das Ficus noronhae nas ruÃ­nas.  Tb Trachylepis maiores que na ilha principal","",4891,11,0,"eBird"
"180","URN:CornellLabOfOrnithology:EBIRD:OBS1321079348","2022-01-17 18:51:10.040962",6416,"species","avibase-C67DCF31","Black Noddy","Anous minutus","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Trilha Capim-aÃ§u","L8647382","H",-3.870618,-32.456573,"2022-01-14","10:00:00","obsr2549105","S100955433","Traveling","P22","EBIRD",360,10,NA,1,1,"",0,1,0,"","","",5382,4,0,"eBird"
"181","URN:CornellLabOfOrnithology:EBIRD:OBS1317756576","2022-01-13 17:56:16.87213",5891,"species","avibase-DC3050A9","Ruddy Turnstone","Arenaria interpres","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Praia do Meio","L8031030","H",-3.8397831,-32.4146466,"2022-01-13","20:03:00","obsr2549105","S100678751","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,"","","",5501,2,0,"eBird"
"182","URN:CornellLabOfOrnithology:EBIRD:OBS1344936385","2022-03-01 18:56:28.830498",6416,"species","avibase-C67DCF31","Black Noddy","Anous minutus","","","","4","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Ponta das Caracas","L7998807","H",-3.8751042,-32.4252767,"2022-02-18","16:09:00","obsr1083533","S102905119","Traveling","P22","EBIRD_BRA",120,1,NA,3,1,"",0,1,0,"","","",5541,10,0,"eBird"
"183","URN:CornellLabOfOrnithology:EBIRD:OBS1344637735","2022-03-01 18:53:14.068436",6416,"species","avibase-C67DCF31","Black Noddy","Anous minutus","","","","100","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Trilha para o Mirante dos Golfinhos, Praia do Sancho e Mirante Dois IrmÃ£os","L8017336","H",-3.8541464,-32.4423055,"2022-02-18","09:57:00","obsr1083533","S102853325","Traveling","P22","EBIRD_BRA",50,1,NA,3,1,"",1,1,0,"","","",5543,5,0,"eBird"
"184","URN:CornellLabOfOrnithology:EBIRD:OBS1344103934","2022-02-17 18:13:40.118057",6416,"species","avibase-C67DCF31","Black Noddy","Anous minutus","","","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Praia do Sancho","L8017347","H",-3.8550319,-32.443397,"2022-02-17","07:30:00","obsr2948411","S102803173","Traveling","P22","EBIRD",90,0.9,NA,7,1,"",0,1,0,"","","Varios, ninhais",5544,7,0,"eBird"
"185","URN:CornellLabOfOrnithology:EBIRD:OBS1363546912","2022-03-29 10:30:17.515692",5664,"species","avibase-27903EF7","Black-bellied Plover","Pluvialis squatarola","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Ponta das Caracas","L7998807","H",-3.8751042,-32.4252767,"2022-03-11","14:44:00","obsr213018","S104649741","Stationary","P21","EBIRD",55,NA,NA,5,1,"",0,1,0,"","","",5701,8,0,"eBird"
"186","URN:CornellLabOfOrnithology:EBIRD:OBS1363557183","2022-03-12 06:32:02.040553",6416,"species","avibase-C67DCF31","Black Noddy","Anous minutus","","","","50","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Ponta das Caracas","L7998807","H",-3.8751042,-32.4252767,"2022-03-11","15:39:00","obsr213018","S104649787","Traveling","P22","EBIRD",60,0.805,NA,7,1,"",0,1,0,"","","",5770,8,0,"eBird"
"187","URN:CornellLabOfOrnithology:EBIRD:OBS1363554180","2022-03-12 06:25:57.494721",6416,"species","avibase-C67DCF31","Black Noddy","Anous minutus","","","","75","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Mirante dos Golfinhos","L8017350","H",-3.8584299,-32.4466972,"2022-03-12","06:18:00","obsr213018","S104649669","Traveling","P22","EBIRD",151,1.046,NA,5,1,"",0,1,0,"","","",5773,8,0,"eBird"
"188","URN:CornellLabOfOrnithology:EBIRD:OBS1424006780","2022-06-23 10:25:45.162364",7305,"species","avibase-6BB94D7E","Black-crowned Night-Heron","Nycticorax nycticorax","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Pernambuco, BR (-3,82, -32,392)","L18980039","P",-3.8201945,-32.3924842,"2022-05-08","08:08:00","obsr162357","S109700896","Traveling","P22","EBIRD",266,2.98,NA,1,1,"",0,1,0,"","","",6008,11,0,"eBird"
"189","URN:CornellLabOfOrnithology:EBIRD:OBS1434281887","2022-06-23 10:23:48.707367",5664,"species","avibase-27903EF7","Black-bellied Plover","Pluvialis squatarola","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Praia do Sueste","L7998967","H",-3.8664129,-32.4262625,"2022-05-15","08:47:00","obsr162357","S110552956","Traveling","P22","EBIRD",140,2.35,NA,1,1,"",0,1,0,"","","",6011,12,0,"eBird"
"190","URN:CornellLabOfOrnithology:EBIRD:OBS1423993658","2022-05-11 16:32:28.978518",5664,"species","avibase-27903EF7","Black-bellied Plover","Pluvialis squatarola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Praia do Sueste","L7998967","H",-3.8664129,-32.4262625,"2022-05-11","17:26:00","obsr162357","S109700643","Stationary","P21","EBIRD",49,NA,NA,1,1,"",0,1,0,"","","",6014,8,0,"eBird"
"191","URN:CornellLabOfOrnithology:EBIRD:OBS1428777225","2022-05-14 17:00:05.776648",5664,"species","avibase-27903EF7","Black-bellied Plover","Pluvialis squatarola","","","","3","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Praia do LeÃ£o","L7997367","H",-3.8699019,-32.4336885,"2022-05-14","08:58:00","obsr162357","S110102074","Traveling","P22","EBIRD",32,1.74,NA,1,1,"",0,1,0,"","","",6017,11,0,"eBird"
"192","URN:CornellLabOfOrnithology:EBIRD:OBS1422163122","2022-05-11 17:30:14.353643",6416,"species","avibase-C67DCF31","Black Noddy","Anous minutus","","","","10","NY","C4","NY","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Praia do Sancho","L8017347","H",-3.8550319,-32.443397,"2022-05-10","07:46:00","obsr162357","S109546752","Traveling","P22","EBIRD",126,3.07,NA,1,1,"",0,1,0,"","","",6024,7,0,"eBird"
"193","URN:CornellLabOfOrnithology:EBIRD:OBS1420177693","2022-06-23 10:27:00.43984",6416,"species","avibase-C67DCF31","Black Noddy","Anous minutus","","","","7","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Trilha Capim-aÃ§u","L8647382","H",-3.870618,-32.456573,"2022-05-06","06:32:00","obsr162357","S109380176","Traveling","P22","EBIRD",123,3.44,NA,1,1,"",0,1,0,"","","",6026,5,0,"eBird"
"194","URN:CornellLabOfOrnithology:EBIRD:OBS1420166525","2022-05-08 17:48:45.203599",6416,"species","avibase-C67DCF31","Black Noddy","Anous minutus","","","","300","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Trilha Capim-aÃ§u","L8647382","H",-3.870618,-32.456573,"2022-05-05","08:57:00","obsr162357","S109380117","Traveling","P22","EBIRD",318,11.8,NA,1,1,"",0,1,0,"","","",6027,6,0,"eBird"
"195","URN:CornellLabOfOrnithology:EBIRD:OBS1428770095","2022-06-23 10:16:00.36639",6416,"species","avibase-C67DCF31","Black Noddy","Anous minutus","","","","6","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Pernambuco, BR (-3,815, -32,389)","L18925490","P",-3.8152383,-32.3885805,"2022-05-14","12:06:00","obsr162357","S110101756","Stationary","P21","EBIRD",30,NA,NA,1,1,"",0,1,0,"","","",6028,7,0,"eBird"
"196","URN:CornellLabOfOrnithology:EBIRD:OBS1420172811","2022-06-23 10:36:22.806152",6998,"species","avibase-5EC21767","Brown Booby","Sula leucogaster","","","","9","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Pernambuco, BR (-3,815, -32,389)","L18925490","P",-3.8152383,-32.3885805,"2022-05-04","08:45:00","obsr162357","S109379946","Stationary","P21","EBIRD",86,NA,NA,1,1,"",0,1,0,"","","",6039,8,0,"eBird"
"197","URN:CornellLabOfOrnithology:EBIRD:OBS1422162103","2022-05-10 10:00:08.593173",7247,"species","avibase-6CCDAC53","Cattle Egret","Bubulcus ibis","","","","6","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Praia do Sueste","L7998967","H",-3.8664129,-32.4262625,"2022-05-09","06:22:00","obsr162357","S109546720","Stationary","P21","EBIRD",10,NA,NA,1,1,"",0,1,0,"","","",6049,5,0,"eBird"
"198","URN:CornellLabOfOrnithology:EBIRD:OBS1426537256","2022-05-13 16:29:59.26287",7247,"species","avibase-6CCDAC53","Cattle Egret","Bubulcus ibis","","","","3","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Trilha dos Abreus, Pernambuco, BR (-3,862, -32,417)","L19015454","P",-3.8621315,-32.4173887,"2022-05-13","15:14:00","obsr162357","S109906819","Traveling","P22","EBIRD",36,1.75,NA,1,1,"",0,1,0,"","","",6052,5,0,"eBird"
"199","URN:CornellLabOfOrnithology:EBIRD:OBS1465424560","2022-06-23 11:04:50.18776",6976,"species","avibase-8AA3B42E","Magnificent Frigatebird","Fregata magnificens","","","","5","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Baia Sueste","L19788934","P",-3.8655114,-32.4173499,"2022-05-06","15:30:00","obsr162357","S113604212","Stationary","P21","EBIRD",30,NA,NA,3,1,"",0,1,0,"","","",6076,3,0,"eBird"
